cup,region,maturity,category,amount_eur,award_amount_eur,has_amount,has_award_amount,has_published_at,has_awarded_at,has_cig,has_procedure,has_contract_type,is_direct,is_works,is_framework
C68H22000040006,Sardegna,Collaudo non concluso,ASILI NIDO,749662.66,742462.49,1,1,1,1,1,1,1,0,1,0
C68H22000050006,Toscana,Collaudo non concluso,ASILI NIDO,45813.16,45813.16,1,1,1,1,1,1,1,1,0,0
C68H22000050006,Toscana,Collaudo non concluso,ASILI NIDO,474817.3,407263.79,1,1,1,1,1,1,1,0,1,0
C68H22000050006,Toscana,Collaudo non concluso,ASILI NIDO,4992.0,10788.64,1,1,1,1,1,1,1,1,0,0
C68H22000050006,Toscana,Collaudo non concluso,ASILI NIDO,8069.98,8069.98,1,1,1,1,1,1,1,1,0,0
C68H22000050006,Toscana,Collaudo non concluso,ASILI NIDO,5852.23,5852.23,1,1,1,1,1,1,1,1,0,0
C68H22000050006,Toscana,Collaudo non concluso,ASILI NIDO,126637.24,126637.24,1,1,1,1,1,1,1,1,1,0
C68H22000050006,Toscana,Collaudo non concluso,ASILI NIDO,12800.65,12800.65,1,1,1,1,1,1,1,1,0,0
C68H22000100006,Sicilia,Collaudo non concluso,ASILI NIDO,8953.25,8774.19,1,1,1,1,1,1,1,1,0,0
C68H22000100006,Sicilia,Collaudo non concluso,ASILI NIDO,149919.04,101108.86,1,1,1,1,1,1,1,0,1,0
C68H22000100006,Sicilia,Collaudo non concluso,ASILI NIDO,18151.1,17788.08,1,1,1,1,1,1,1,1,0,0
C68H22000100006,Sicilia,Collaudo non concluso,ASILI NIDO,1766.0,1766.0,1,1,1,0,1,1,1,1,0,0
C68H22000380007,Sicilia,Esecuzione lavori,ASILI NIDO,392417.56,0.0,1,1,1,1,1,1,1,0,1,0
C68H22000380007,Sicilia,Esecuzione lavori,ASILI NIDO,28664.99,28664.99,1,1,1,1,1,1,1,1,0,0
C68H24000460006,Campania,Esecuzione lavori,ASILI NIDO,539889.51,356279.98,1,1,1,1,0,1,0,0,0,0
C68H24000470006,Piemonte,Esecuzione lavori,ASILI NIDO,100000.0,100000.0,1,1,1,1,1,1,1,1,0,0
C68H24000470006,Piemonte,Esecuzione lavori,ASILI NIDO,739965.67,616024.55,1,1,1,1,1,1,1,0,1,0
C68H24000470006,Piemonte,Esecuzione lavori,ASILI NIDO,11500.0,11500.0,1,1,1,1,1,1,1,1,0,0
C68H24000470006,Piemonte,Esecuzione lavori,ASILI NIDO,2113.0,2113.0,1,1,1,0,1,1,1,1,0,0
C68H24000470006,Piemonte,Esecuzione lavori,ASILI NIDO,832.0,832.0,1,1,1,0,1,1,1,1,0,0
C68H24000470006,Piemonte,Esecuzione lavori,ASILI NIDO,1150.0,1150.0,1,1,1,0,1,1,1,1,0,0
C68H24000480006,Lombardia,Collaudo non concluso,ASILI NIDO,13936.0,13936.0,1,1,1,1,1,1,1,1,0,0
C68H24000480006,Lombardia,Collaudo non concluso,ASILI NIDO,362200.0,319832.0,1,1,1,1,1,1,1,0,1,0
C68H24000480006,Lombardia,Collaudo non concluso,ASILI NIDO,20800.0,20800.0,1,1,1,1,1,1,1,1,0,0
C68H24000480006,Lombardia,Collaudo non concluso,ASILI NIDO,2300.0,2300.0,1,1,1,0,1,1,1,1,0,0
C68H24000520001,Marche,Esecuzione lavori,ASILI NIDO,2016.8,2016.8,1,1,1,0,1,1,1,1,0,0
C68H24000520001,Marche,Esecuzione lavori,ASILI NIDO,38377.0,38377.0,1,1,1,1,1,1,1,1,0,0
C68H24000520001,Marche,Esecuzione lavori,ASILI NIDO,2783.16,2783.16,1,1,1,0,1,1,1,1,0,0
C68H24000520001,Marche,Esecuzione lavori,ASILI NIDO,3029.53,3029.53,1,1,1,0,1,1,1,1,0,0
C68H24000520001,Marche,Esecuzione lavori,ASILI NIDO,148626.97,148626.97,1,1,1,1,1,1,1,1,1,0
C68H25000250006,Calabria,Esecuzione lavori,ASILI NIDO,69500.0,69500.0,1,1,1,1,1,1,1,1,0,0
C68H25000250006,Calabria,Esecuzione lavori,ASILI NIDO,418062.48,0.0,1,1,1,0,1,1,1,0,1,0
C68H25000260006,Lombardia,Collaudo non concluso,ASILI NIDO,45000.0,45000.0,1,1,1,1,1,1,1,1,0,0
C68H25000260006,Lombardia,Collaudo non concluso,ASILI NIDO,499793.5,479256.14,1,1,1,1,1,1,1,0,1,0
C71B21008590006,Friuli-Venezia Giulia,Collaudo non concluso,ASILI NIDO,6785.0,7463.35,1,1,1,1,0,1,0,0,0,0
C71B21008590006,Friuli-Venezia Giulia,Collaudo non concluso,ASILI NIDO,190535.17,123636.37,1,1,1,1,1,1,1,0,0,0
C71B21008590006,Friuli-Venezia Giulia,Collaudo non concluso,ASILI NIDO,929363.53,852739.82,1,1,1,1,1,1,1,1,1,1
C71B21008590006,Friuli-Venezia Giulia,Collaudo non concluso,ASILI NIDO,1400.0,1400.0,1,1,1,0,1,1,1,1,0,0
C71B21008590006,Friuli-Venezia Giulia,Collaudo non concluso,ASILI NIDO,3000.0,0.0,1,1,1,0,1,1,1,1,0,0
C71B21008590006,Friuli-Venezia Giulia,Collaudo non concluso,ASILI NIDO,900.0,0.0,1,1,1,0,1,1,1,1,0,0
C71B21008590006,Friuli-Venezia Giulia,Collaudo non concluso,ASILI NIDO,5062.03,0.0,1,1,1,0,1,1,1,1,0,0
C71B21008590006,Friuli-Venezia Giulia,Collaudo non concluso,ASILI NIDO,7602.65,0.0,1,1,1,0,1,1,1,1,0,0
C71B21008590006,Friuli-Venezia Giulia,Collaudo non concluso,ASILI NIDO,2000.0,0.0,1,1,1,0,1,1,1,1,1,0
C71B21008600006,Piemonte,Collaudo non concluso,ASILI NIDO,65636.2,57200.0,1,1,1,1,1,1,1,1,0,0
C71B21008600006,Piemonte,Collaudo non concluso,ASILI NIDO,2400.0,2520.0,1,1,1,1,1,1,1,1,0,0
C71B21008600006,Piemonte,Collaudo non concluso,ASILI NIDO,3150.0,3150.0,1,1,1,1,1,1,1,1,0,0
C71B21008600006,Piemonte,Collaudo non concluso,ASILI NIDO,2500.0,2500.0,1,1,1,1,1,1,1,1,0,0
C71B21008600006,Piemonte,Collaudo non concluso,ASILI NIDO,2200.0,2200.0,1,1,1,1,1,1,1,1,0,0
C71B21008600006,Piemonte,Collaudo non concluso,ASILI NIDO,550.0,550.0,1,1,1,1,1,1,1,1,0,0
C71B21008600006,Piemonte,Collaudo non concluso,ASILI NIDO,376766.59,340966.67,1,1,1,1,1,1,1,0,1,0
C71B21008600006,Piemonte,Collaudo non concluso,ASILI NIDO,3500.0,3500.0,1,1,1,1,1,1,1,1,0,0
C71B21008600006,Piemonte,Collaudo non concluso,ASILI NIDO,5500.0,5500.0,1,1,1,1,1,1,1,0,1,0
C71B21008600006,Piemonte,Collaudo non concluso,ASILI NIDO,2500.0,2500.0,1,1,1,0,1,1,1,1,1,0
C71B21008600006,Piemonte,Collaudo non concluso,ASILI NIDO,1000.0,1000.0,1,1,1,0,1,1,1,1,1,0
C71B22001110006,Campania,Esecuzione lavori,ASILI NIDO,88265.75,87824.42,1,1,1,1,1,1,1,1,0,0
C71B22001110006,Campania,Esecuzione lavori,ASILI NIDO,1124842.66,1055506.3,1,1,1,1,1,1,1,0,1,0
C71B22001110006,Campania,Esecuzione lavori,ASILI NIDO,475.0,0.0,1,1,1,0,1,1,1,1,0,0
C71B22001110006,Campania,Esecuzione lavori,ASILI NIDO,1247.09,1247.09,1,1,1,0,1,1,1,1,0,0
C71B22001500006,Basilicata,Esecuzione lavori,ASILI NIDO,4300.0,4300.0,1,1,1,1,0,1,0,1,0,0
C71B22001500006,Basilicata,Esecuzione lavori,ASILI NIDO,133125.13,117150.12,1,1,1,1,1,1,1,1,0,0
C71B22001500006,Basilicata,Esecuzione lavori,ASILI NIDO,1971936.91,1575350.31,1,1,1,1,1,1,1,0,1,0
C71B22001500006,Basilicata,Esecuzione lavori,ASILI NIDO,2080.0,2080.0,1,1,1,1,1,1,1,1,0,0
C71B22001500006,Basilicata,Esecuzione lavori,ASILI NIDO,32188.77,25000.0,1,1,1,1,1,1,1,1,0,0
C71B22001500006,Basilicata,Esecuzione lavori,ASILI NIDO,3500.0,3500.0,1,1,1,0,1,1,1,1,0,0
C71B22001500006,Basilicata,Esecuzione lavori,ASILI NIDO,3892.84,3892.84,1,1,1,0,1,1,1,1,0,0
C71B22001500006,Basilicata,Esecuzione lavori,ASILI NIDO,1383.87,1383.87,1,1,1,1,1,1,1,1,1,0
C71B22001500006,Basilicata,Esecuzione lavori,ASILI NIDO,1993.49,1993.49,1,1,1,1,1,1,1,1,1,0
C71B22001510006,Puglia,Esecuzione lavori,ASILI NIDO,4800.0,4800.0,1,1,1,1,1,1,1,1,0,1
C71B22001510006,Puglia,Esecuzione lavori,ASILI NIDO,213525.39,40374.76,1,1,1,1,1,1,1,0,0,0
C71B22001510006,Puglia,Esecuzione lavori,ASILI NIDO,6542.47,4935.16,1,1,1,1,1,1,1,1,0,0
C71B22001510006,Puglia,Esecuzione lavori,ASILI NIDO,44295.7,34030.54,1,1,1,1,1,1,1,1,0,0
C71B22001510006,Puglia,Esecuzione lavori,ASILI NIDO,1733680.11,1733680.11,1,1,1,1,1,1,1,0,1,1
C71B22001510006,Puglia,Esecuzione lavori,ASILI NIDO,55426.0,49815.49,1,1,1,1,1,1,1,1,1,0
C73C24000110006,Calabria,Esecuzione lavori,ASILI NIDO,19242.41,19242.41,1,1,1,1,1,1,1,1,0,0
C73C24000110006,Calabria,Esecuzione lavori,ASILI NIDO,417007.19,137675.95,1,1,1,1,1,1,1,0,1,0
C73C24000110006,Calabria,Esecuzione lavori,ASILI NIDO,27013.4,27013.4,1,1,1,1,1,1,1,1,0,0
C73C24000110006,Calabria,Esecuzione lavori,ASILI NIDO,7163.37,7163.37,1,1,1,1,1,1,1,1,0,0
C73C24000110006,Calabria,Esecuzione lavori,ASILI NIDO,3980.0,3980.0,1,1,1,0,1,1,1,1,0,0
C74E21003490001,Toscana,Esecuzione lavori,ASILI NIDO,637472.55,660472.55,1,1,1,1,1,1,1,1,1,0
C74E21003490001,Toscana,Esecuzione lavori,ASILI NIDO,43245.91,43245.91,1,1,1,1,1,1,1,1,0,0
C74E21003490001,Toscana,Esecuzione lavori,ASILI NIDO,13682.92,13682.92,1,1,1,1,1,1,1,1,0,0
C74E21003490001,Toscana,Esecuzione lavori,ASILI NIDO,4800.0,4800.0,1,1,1,0,1,1,1,1,0,0
C74E21003490001,Toscana,Esecuzione lavori,ASILI NIDO,10400.0,10400.0,1,1,1,1,1,1,1,1,1,0
C74E21003490001,Toscana,Esecuzione lavori,ASILI NIDO,10051.0,10051.0,1,1,1,1,1,1,1,1,1,0
C74E21003490001,Toscana,Esecuzione lavori,ASILI NIDO,23058.0,23058.0,1,1,1,1,1,1,1,1,1,0
C74E21003490001,Toscana,Esecuzione lavori,ASILI NIDO,492.21,492.21,1,1,1,1,1,1,1,1,1,0
C74E21003490001,Toscana,Esecuzione lavori,ASILI NIDO,1500.0,1500.0,1,1,1,0,1,1,1,1,0,0
C74E21003490001,Toscana,Esecuzione lavori,ASILI NIDO,16670.97,0.0,1,1,1,0,1,1,1,1,0,0
C74E21003490001,Toscana,Esecuzione lavori,ASILI NIDO,30264.0,0.0,1,1,1,0,1,1,1,1,0,0
C74E21003490001,Toscana,Esecuzione lavori,ASILI NIDO,11420.89,0.0,1,1,1,0,1,1,1,1,0,0
C75E22000000006,Umbria,Collaudo non concluso,ASILI NIDO,110000.0,110000.0,1,1,1,1,1,1,1,1,0,0
C75E22000000006,Umbria,Collaudo non concluso,ASILI NIDO,998906.59,949801.26,1,1,1,1,1,1,1,0,1,0
C75E22000000006,Umbria,Collaudo non concluso,ASILI NIDO,2500.0,0.0,1,1,1,1,1,1,1,1,0,0
C75E22000010006,Calabria,Esecuzione lavori,ASILI NIDO,42412.43,41564.18,1,1,1,1,1,1,1,1,0,0
C75E22000010006,Calabria,Esecuzione lavori,ASILI NIDO,7450.0,6705.0,1,1,1,1,1,1,1,1,0,0
C75E22000010006,Calabria,Esecuzione lavori,ASILI NIDO,525825.0,500097.03,1,1,1,1,1,1,1,0,1,0
C75E22000010006,Calabria,Esecuzione lavori,ASILI NIDO,3565.11,3565.11,1,1,1,1,1,1,1,1,0,0
C75E22000090006,Campania,Collaudo non concluso,ASILI NIDO,442672.8,43402.56,1,1,1,1,1,1,1,0,1,0
C75E22000130006,Sardegna,Esecuzione lavori,ASILI NIDO,10263.74,0.0,1,1,1,0,1,1,1,1,0,0
C75E22000130006,Sardegna,Esecuzione lavori,ASILI NIDO,825315.98,825315.98,1,1,1,1,1,1,1,1,1,1
C75E22000200006,Calabria,Esecuzione lavori,ASILI NIDO,2800.0,0.0,1,1,1,0,1,1,1,1,0,0
C75E22000200006,Calabria,Esecuzione lavori,ASILI NIDO,2800.0,0.0,1,1,1,1,1,1,1,1,0,0
C75E22000200006,Calabria,Esecuzione lavori,ASILI NIDO,307405.16,304168.89,1,1,1,1,1,1,1,0,1,0
C75E22000200006,Calabria,Esecuzione lavori,ASILI NIDO,21204.67,20992.62,1,1,1,1,1,1,1,1,0,0
C75E22000200006,Calabria,Esecuzione lavori,ASILI NIDO,2650.0,2650.0,1,1,1,0,1,1,1,1,0,0
C75E22000200006,Calabria,Esecuzione lavori,ASILI NIDO,4499.0,4499.0,1,1,1,0,1,1,1,1,0,0
C75E22000220006,Lombardia,Esecuzione lavori,ASILI NIDO,138081.44,122892.48,1,1,1,1,1,1,1,1,0,0
C75E22000220006,Lombardia,Esecuzione lavori,ASILI NIDO,4807.69,4807.69,1,1,1,1,1,1,1,1,0,0
C75E22000220006,Lombardia,Esecuzione lavori,ASILI NIDO,929183.04,929183.04,1,1,1,1,1,1,1,1,1,1
C75E22000220006,Lombardia,Esecuzione lavori,ASILI NIDO,1820.0,1820.0,1,1,1,0,1,1,1,1,0,0
C75E22000230006,Calabria,Esecuzione lavori,ASILI NIDO,22500.0,22000.5,1,1,1,1,1,1,1,1,0,0
C75E22000230006,Calabria,Esecuzione lavori,ASILI NIDO,219402.81,207389.61,1,1,1,1,1,1,1,0,1,0
C75E22000230006,Calabria,Esecuzione lavori,ASILI NIDO,1425.0,1425.0,1,1,1,0,1,1,1,1,0,0
C75E22000230006,Calabria,Esecuzione lavori,ASILI NIDO,3060.0,0.0,1,1,1,1,1,1,1,1,0,0
C75E22000250006,Toscana,Collaudo non concluso,ASILI NIDO,1204.82,1000.0,1,1,1,1,0,1,0,1,0,0
C75E22000250006,Toscana,Collaudo non concluso,ASILI NIDO,88500.0,88500.0,1,1,1,1,1,1,1,1,0,0
C75E22000250006,Toscana,Collaudo non concluso,ASILI NIDO,1213332.42,1007897.65,1,1,1,1,1,1,1,0,1,0
C75E22000250006,Toscana,Collaudo non concluso,ASILI NIDO,10500.0,10500.0,1,1,1,1,1,1,1,1,0,0
C75E22000250006,Toscana,Collaudo non concluso,ASILI NIDO,20977.0,0.0,1,1,1,0,1,1,1,1,0,0
C75E22000250006,Toscana,Collaudo non concluso,ASILI NIDO,3500.0,0.0,1,1,1,1,1,1,1,1,0,0
C75E22000250006,Toscana,Collaudo non concluso,ASILI NIDO,7600.0,0.0,1,1,1,0,1,1,1,1,0,0
C75E22000250006,Toscana,Collaudo non concluso,ASILI NIDO,3300.0,0.0,1,1,1,0,1,1,1,1,0,0
C75E22000250006,Toscana,Collaudo non concluso,ASILI NIDO,17004.91,0.0,1,1,1,0,1,1,1,1,0,0
C75E22000250006,Toscana,Collaudo non concluso,ASILI NIDO,6797.39,0.0,1,1,1,0,1,1,1,1,0,0
C75E22000570006,Calabria,Esecuzione lavori,ASILI NIDO,129347.69,129347.69,1,1,1,1,1,1,1,1,0,0
C75E22000570006,Calabria,Esecuzione lavori,ASILI NIDO,5818.79,5818.79,1,1,1,1,1,1,1,1,0,0
C75E22000570006,Calabria,Esecuzione lavori,ASILI NIDO,5880.0,5880.0,1,1,1,1,1,1,1,1,0,0
C75E22000570006,Calabria,Esecuzione lavori,ASILI NIDO,32170.22,32170.22,1,1,1,1,1,1,1,1,0,0
C75E22000570006,Calabria,Esecuzione lavori,ASILI NIDO,1246972.16,0.0,1,1,1,0,1,1,1,0,1,0
C75E22000570006,Calabria,Esecuzione lavori,ASILI NIDO,21266.35,21266.35,1,1,1,1,1,1,1,1,0,0
C75E22000570006,Calabria,Esecuzione lavori,ASILI NIDO,9340.9,9340.9,1,1,1,1,1,1,1,1,0,0
C75E22000570006,Calabria,Esecuzione lavori,ASILI NIDO,19000.0,19000.0,1,1,1,1,1,1,1,1,0,0
C75E24000040006,Lombardia,Collaudo non concluso,ASILI NIDO,102536.61,102536.61,1,1,1,1,1,1,1,1,0,0
C75E24000040006,Lombardia,Collaudo non concluso,ASILI NIDO,523942.77,440803.04,1,1,1,0,1,1,1,0,1,0
C75E24000060001,Emilia-Romagna,Collaudo non concluso,ASILI NIDO,14400.0,14400.0,1,1,1,1,1,1,1,1,0,0
C75E24000070006,Puglia,Esecuzione lavori,ASILI NIDO,4430.95,4430.95,1,1,1,1,1,1,1,1,0,1
C75E24000070006,Puglia,Esecuzione lavori,ASILI NIDO,234132.73,0.0,1,1,1,0,1,1,1,0,0,0
C75E24000070006,Puglia,Esecuzione lavori,ASILI NIDO,1194514.67,1194514.67,1,1,1,1,1,1,1,1,1,1
C75E24000080006,Marche,Collaudo non concluso,ASILI NIDO,103013.42,103013.42,1,1,1,1,1,1,1,1,0,0
C75E24000080006,Marche,Collaudo non concluso,ASILI NIDO,10131.63,10131.63,1,1,1,1,1,1,1,1,0,0
C75E24000080006,Marche,Collaudo non concluso,ASILI NIDO,11043.34,11043.34,1,1,1,1,1,1,1,1,0,0
C75E24000080006,Marche,Collaudo non concluso,ASILI NIDO,2000.19,2000.19,1,1,1,0,1,1,1,1,0,0
C75E24000080006,Marche,Collaudo non concluso,ASILI NIDO,542516.56,436683.66,1,1,1,1,1,1,1,0,1,0
C75E24000080006,Marche,Collaudo non concluso,ASILI NIDO,7280.0,7280.0,1,1,1,1,1,1,1,1,0,0
C75E24000080006,Marche,Collaudo non concluso,ASILI NIDO,1000.0,1000.0,1,1,1,0,1,1,1,1,0,0
C75E25000070006,Puglia,Esecuzione lavori,ASILI NIDO,736165.03,0.0,1,1,1,0,1,1,1,0,1,0
C75E25000070006,Puglia,Esecuzione lavori,ASILI NIDO,24788.61,24788.61,1,1,1,1,1,1,1,1,0,0
C75E25000070006,Puglia,Esecuzione lavori,ASILI NIDO,15033.42,15033.42,1,1,1,1,1,1,1,1,0,0
C75E25000070006,Puglia,Esecuzione lavori,ASILI NIDO,3358.22,3358.22,1,1,1,0,1,1,1,1,0,0
C75E25000080006,Campania,Esecuzione lavori,ASILI NIDO,21994.75,21994.75,1,1,1,1,1,1,1,0,0,0
C75E25000080006,Campania,Esecuzione lavori,ASILI NIDO,800.0,800.0,1,1,1,0,1,1,1,1,0,0
C75E25000080006,Campania,Esecuzione lavori,ASILI NIDO,1200.0,1200.0,1,1,1,0,1,1,1,1,0,0
C75E25000080006,Campania,Esecuzione lavori,ASILI NIDO,640183.61,544573.05,1,1,1,1,1,1,1,0,1,0
C78H22000000006,Friuli-Venezia Giulia,Concluso,ASILI NIDO,107012.94,102249.76,1,1,1,1,1,1,1,1,1,0
C78H22000050006,Abruzzo,Concluso,ASILI NIDO,1000.0,1000.0,1,1,1,1,0,1,0,1,0,0
C78H22000050006,Abruzzo,Concluso,ASILI NIDO,95000.0,90396.5,1,1,1,1,1,1,1,1,0,0
C78H22000050006,Abruzzo,Concluso,ASILI NIDO,999700.0,999700.0,1,1,1,1,1,1,1,0,1,0
C78H22000080006,Lombardia,Concluso,ASILI NIDO,162000.0,146500.0,1,1,1,1,1,1,1,1,1,0
C78H22000080006,Lombardia,Concluso,ASILI NIDO,800.0,0.0,1,1,1,0,1,1,1,1,0,0
C78H22000080006,Lombardia,Concluso,ASILI NIDO,15282.54,0.0,1,1,1,0,1,1,1,1,0,0
C78H22000080006,Lombardia,Concluso,ASILI NIDO,6000.0,0.0,1,1,1,0,1,1,1,1,0,0
C78H24000400006,Lazio,Collaudo non concluso,ASILI NIDO,40099.01,40099.01,1,1,1,1,1,1,1,1,0,0
C78H24000410006,Abruzzo,Esecuzione lavori,ASILI NIDO,352491.17,352491.17,1,1,1,1,0,1,0,1,0,0
C78H24000410006,Abruzzo,Esecuzione lavori,ASILI NIDO,49387.5,49387.5,1,1,1,1,1,1,1,1,0,0
C78H24000410006,Abruzzo,Esecuzione lavori,ASILI NIDO,344792.81,337278.77,1,1,1,1,1,1,1,0,1,0
C78H24000420006,Puglia,Esecuzione lavori,ASILI NIDO,3740.31,3740.31,1,1,1,0,1,1,1,1,0,0
C78H24000420006,Puglia,Esecuzione lavori,ASILI NIDO,30448.81,30448.81,1,1,1,1,1,1,1,1,0,0
C78H24000420006,Puglia,Esecuzione lavori,ASILI NIDO,12000.0,12000.0,1,1,1,1,1,1,1,1,0,0
C78H24000420006,Puglia,Esecuzione lavori,ASILI NIDO,450882.18,437605.35,1,1,1,1,1,1,1,0,1,0
C78H24000420006,Puglia,Esecuzione lavori,ASILI NIDO,7600.0,7600.0,1,1,1,1,1,1,1,1,0,0
C78H24000440006,Campania,Collaudo non concluso,ASILI NIDO,55348.22,55348.22,1,1,1,1,1,1,1,1,0,0
C78H24000440006,Campania,Collaudo non concluso,ASILI NIDO,367924.48,0.0,1,1,1,0,1,1,1,0,1,0
C78H24000460006,Lombardia,Collaudo non concluso,ASILI NIDO,835000.0,719170.0,1,1,1,0,1,1,1,0,1,0
C78H24000460006,Lombardia,Collaudo non concluso,ASILI NIDO,4500.0,4500.0,1,1,1,0,1,1,1,1,0,0
C78H25000300006,Lombardia,Collaudo non concluso,ASILI NIDO,94430.17,94430.17,1,1,1,1,1,1,1,1,0,0
C78H25000300006,Lombardia,Collaudo non concluso,ASILI NIDO,652889.96,596537.32,1,1,1,1,1,1,1,0,1,0
C78H25000360006,Emilia-Romagna,Fase non disponibile,ASILI NIDO,35843.79,35843.79,1,1,1,1,1,1,1,1,0,0
C78I22000410006,Lombardia,Collaudo non concluso,ASILI NIDO,18915.0,0.0,1,1,1,0,1,1,1,1,0,0
C78I22000410006,Lombardia,Collaudo non concluso,ASILI NIDO,21280.0,0.0,1,1,1,0,1,1,1,1,0,0
C78I22000410006,Lombardia,Collaudo non concluso,ASILI NIDO,17560.0,0.0,1,1,1,0,1,1,1,1,0,0
C78I22000410006,Lombardia,Collaudo non concluso,ASILI NIDO,2048.8,0.0,1,1,1,0,1,1,1,1,0,0
C78I22000410006,Lombardia,Collaudo non concluso,ASILI NIDO,630000.0,623940.0,1,1,1,1,1,1,1,0,1,0
C78I22000410006,Lombardia,Collaudo non concluso,ASILI NIDO,945.0,945.0,1,1,1,0,1,1,1,1,0,0
C79J21038830005,Lombardia,Concluso,ASILI NIDO,47800.0,47800.0,1,1,1,1,1,1,1,1,1,0
C81B21006270001,Calabria,Esecuzione lavori,ASILI NIDO,1359548.21,1187618.57,1,1,1,1,1,1,1,0,1,0
C81B21006270001,Calabria,Esecuzione lavori,ASILI NIDO,7300.0,0.0,1,1,1,0,1,1,1,1,0,0
C81B21006270001,Calabria,Esecuzione lavori,ASILI NIDO,13200.0,13200.0,1,1,1,1,1,1,1,1,0,0
C81B21006270001,Calabria,Esecuzione lavori,ASILI NIDO,13200.0,13200.0,1,1,1,1,1,1,1,1,0,0
C81B22001500006,Campania,Collaudo non concluso,ASILI NIDO,60000.0,36744.0,1,1,1,1,1,1,1,0,0,0
C81B22001500006,Campania,Collaudo non concluso,ASILI NIDO,900813.51,587506.81,1,1,1,1,1,1,1,0,1,0
C81B22001500006,Campania,Collaudo non concluso,ASILI NIDO,56514.19,34609.29,1,1,1,1,1,1,1,1,0,0
C83C22000010006,Puglia,Collaudo non concluso,ASILI NIDO,135640.73,0.0,1,1,1,0,1,1,1,1,0,0
C83C22000010006,Puglia,Collaudo non concluso,ASILI NIDO,4023.29,0.0,1,1,1,0,1,1,1,1,0,0
C83C22000010006,Puglia,Collaudo non concluso,ASILI NIDO,1336705.6,958325.72,1,1,1,1,1,1,1,0,1,0
C83C22000010006,Puglia,Collaudo non concluso,ASILI NIDO,11403.25,11403.25,1,1,1,1,1,1,1,1,0,0
C83C22000010006,Puglia,Collaudo non concluso,ASILI NIDO,2890.99,2890.99,1,1,1,0,1,1,1,1,0,0
C83C22000010006,Puglia,Collaudo non concluso,ASILI NIDO,3302.0,0.0,1,1,1,0,1,1,1,1,0,0
C83D22000160006,Trentino-Alto Adige,Concluso,ASILI NIDO,362047.81,352199.72,1,1,1,1,1,1,1,0,1,0
C83D22000160006,Trentino-Alto Adige,Concluso,ASILI NIDO,1517.75,0.0,1,1,1,0,1,1,1,1,0,0
C83D22000160006,Trentino-Alto Adige,Concluso,ASILI NIDO,10574.88,0.0,1,1,1,0,1,1,1,1,0,0
C83D22000160006,Trentino-Alto Adige,Concluso,ASILI NIDO,4859.03,0.0,1,1,1,0,1,1,1,1,0,0
C83D22000160006,Trentino-Alto Adige,Concluso,ASILI NIDO,24516.24,0.0,1,1,1,0,1,1,1,1,0,0
C84D22000320006,Sardegna,Esecuzione lavori,ASILI NIDO,96734.23,89962.83,1,1,1,1,1,1,1,1,0,0
C84D22000320006,Sardegna,Esecuzione lavori,ASILI NIDO,1100.0,1050.0,1,1,1,1,1,1,1,1,0,0
C84D22000320006,Sardegna,Esecuzione lavori,ASILI NIDO,1245400.0,718680.32,1,1,1,1,1,1,1,0,1,0
C85E22000110006,Piemonte,Collaudo non concluso,ASILI NIDO,114400.0,114399.98,1,1,1,1,1,1,1,1,0,0
C85E22000110006,Piemonte,Collaudo non concluso,ASILI NIDO,998000.0,993110.0,1,1,1,1,1,1,1,0,1,0
C85E22000110006,Piemonte,Collaudo non concluso,ASILI NIDO,1280.0,1280.0,1,1,1,0,1,1,1,1,0,0
C85E22000110006,Piemonte,Collaudo non concluso,ASILI NIDO,2025.0,2025.0,1,1,1,0,1,1,1,1,0,0
C85E22000110006,Piemonte,Collaudo non concluso,ASILI NIDO,7881.46,7881.46,1,1,1,1,1,1,1,1,0,0
C85E22000110006,Piemonte,Collaudo non concluso,ASILI NIDO,2000.0,0.0,1,1,1,1,1,1,1,1,0,0
C85E22000130006,Calabria,Esecuzione lavori,ASILI NIDO,164642.58,150647.96,1,1,1,1,1,1,1,1,0,0
C85E22000130006,Calabria,Esecuzione lavori,ASILI NIDO,1189187.91,1189187.91,1,1,1,1,1,1,1,1,1,1
C85E22000320006,Abruzzo,Collaudo non concluso,ASILI NIDO,79878.81,79878.81,1,1,1,1,1,1,1,1,0,0
C85E22000320006,Abruzzo,Collaudo non concluso,ASILI NIDO,2423.34,2423.34,1,1,1,1,1,1,1,1,0,0
C85E22000320006,Abruzzo,Collaudo non concluso,ASILI NIDO,920327.16,862248.26,1,1,1,1,1,1,1,0,1,0
C85E22000320006,Abruzzo,Collaudo non concluso,ASILI NIDO,6333.23,0.0,1,1,1,0,1,1,1,1,0,0
C85E22000320006,Abruzzo,Collaudo non concluso,ASILI NIDO,967.32,967.32,1,1,1,0,1,1,1,1,0,0
C85E22000330006,Veneto,Esecuzione lavori,ASILI NIDO,138885.36,70928.75,1,1,1,1,1,1,1,1,0,0
C85E22000330006,Veneto,Esecuzione lavori,ASILI NIDO,766596.15,684179.97,1,1,1,1,1,1,1,0,1,0
C85E22000330006,Veneto,Esecuzione lavori,ASILI NIDO,7500.0,7500.0,1,1,1,1,1,1,1,1,0,0
C85E22000340006,Trentino-Alto Adige,Collaudo non concluso,ASILI NIDO,17049.76,15344.78,1,1,1,1,1,1,1,1,0,0
