cup,region,maturity,category,amount_eur,award_amount_eur,has_amount,has_award_amount,has_published_at,has_awarded_at,has_cig,has_procedure,has_contract_type,is_direct,is_works,is_framework
I55E22000160006,Lazio,Collaudo non concluso,ASILI NIDO,17911.05,0.0,1,1,1,0,1,1,1,1,0,0
I55E22000160006,Lazio,Collaudo non concluso,ASILI NIDO,1399121.42,1301100.0,1,1,1,1,1,1,1,0,1,0
I55E22000160006,Lazio,Collaudo non concluso,ASILI NIDO,139520.0,139520.0,1,1,1,1,1,1,1,1,0,0
I55E22000160006,Lazio,Collaudo non concluso,ASILI NIDO,49500.0,0.0,1,1,1,0,1,1,1,1,0,0
I55E22000160006,Lazio,Collaudo non concluso,ASILI NIDO,5000.0,0.0,1,1,1,0,1,1,1,1,0,0
I55E22000160006,Lazio,Collaudo non concluso,ASILI NIDO,10245.0,0.0,1,1,1,0,1,1,1,1,1,0
I55E22000160006,Lazio,Collaudo non concluso,ASILI NIDO,10590.0,0.0,1,1,1,0,1,1,1,1,1,0
I55E22000160006,Lazio,Collaudo non concluso,ASILI NIDO,12680.0,12680.0,1,1,1,1,1,1,1,1,0,0
I55E22000170006,Lazio,Collaudo non concluso,ASILI NIDO,12300.0,0.0,1,1,1,0,1,1,1,1,0,0
I55E22000170006,Lazio,Collaudo non concluso,ASILI NIDO,38963.91,0.0,1,1,1,0,1,1,1,1,0,0
I55E22000170006,Lazio,Collaudo non concluso,ASILI NIDO,17911.05,0.0,1,1,1,0,1,1,1,1,0,0
I55E22000170006,Lazio,Collaudo non concluso,ASILI NIDO,1399121.42,1335940.0,1,1,1,1,1,1,1,0,1,0
I55E22000170006,Lazio,Collaudo non concluso,ASILI NIDO,139520.0,139520.0,1,1,1,1,1,1,1,1,0,0
I55E22000170006,Lazio,Collaudo non concluso,ASILI NIDO,49500.0,0.0,1,1,1,0,1,1,1,1,0,0
I55E22000170006,Lazio,Collaudo non concluso,ASILI NIDO,5000.0,0.0,1,1,1,0,1,1,1,1,0,0
I55E22000170006,Lazio,Collaudo non concluso,ASILI NIDO,10245.0,0.0,1,1,1,0,1,1,1,1,1,0
I55E22000170006,Lazio,Collaudo non concluso,ASILI NIDO,10590.0,0.0,1,1,1,0,1,1,1,1,1,0
I55E22000170006,Lazio,Collaudo non concluso,ASILI NIDO,13179.63,13179.63,1,1,1,1,1,1,1,1,0,0
I55E22000180006,Lazio,Collaudo non concluso,ASILI NIDO,12300.0,0.0,1,1,1,0,1,1,1,1,0,0
I55E22000180006,Lazio,Collaudo non concluso,ASILI NIDO,38963.91,0.0,1,1,1,0,1,1,1,1,0,0
I55E22000180006,Lazio,Collaudo non concluso,ASILI NIDO,17911.05,0.0,1,1,1,0,1,1,1,1,0,0
I55E22000180006,Lazio,Collaudo non concluso,ASILI NIDO,1399121.42,1324500.0,1,1,1,1,1,1,1,0,1,0
I55E22000180006,Lazio,Collaudo non concluso,ASILI NIDO,139520.0,139520.0,1,1,1,1,1,1,1,1,0,0
I55E22000180006,Lazio,Collaudo non concluso,ASILI NIDO,49500.0,0.0,1,1,1,0,1,1,1,1,0,0
I55E22000180006,Lazio,Collaudo non concluso,ASILI NIDO,5000.0,0.0,1,1,1,0,1,1,1,1,0,0
I55E22000180006,Lazio,Collaudo non concluso,ASILI NIDO,10245.0,0.0,1,1,1,0,1,1,1,1,1,0
I55E22000180006,Lazio,Collaudo non concluso,ASILI NIDO,10590.0,0.0,1,1,1,0,1,1,1,1,1,0
I55E22000180006,Lazio,Collaudo non concluso,ASILI NIDO,13000.0,13000.0,1,1,1,1,1,1,1,1,0,0
I55E22000210006,Lombardia,Collaudo non concluso,ASILI NIDO,66000.0,65514.9,1,1,1,1,1,1,1,1,0,0
I55E22000210006,Lombardia,Collaudo non concluso,ASILI NIDO,4400.0,4400.0,1,1,1,1,1,1,1,1,0,0
I55E22000210006,Lombardia,Collaudo non concluso,ASILI NIDO,1200.0,1200.0,1,1,1,1,1,1,1,1,0,0
I55E22000210006,Lombardia,Collaudo non concluso,ASILI NIDO,3800.0,3800.0,1,1,1,1,1,1,1,1,0,0
I55E22000210006,Lombardia,Collaudo non concluso,ASILI NIDO,726974.23,726974.23,1,1,1,1,1,1,1,1,1,1
I55E22000210006,Lombardia,Collaudo non concluso,ASILI NIDO,1450.0,1450.0,1,1,1,0,1,1,1,1,0,0
I55E22000210006,Lombardia,Collaudo non concluso,ASILI NIDO,2000.0,2000.0,1,1,1,0,1,1,1,1,0,0
I55E22000210006,Lombardia,Collaudo non concluso,ASILI NIDO,11565.0,11565.0,1,1,1,1,1,1,1,1,0,0
I55E22000210006,Lombardia,Collaudo non concluso,ASILI NIDO,2500.0,2500.0,1,1,1,0,1,1,1,1,0,0
I55E22000250006,Puglia,Esecuzione lavori,ASILI NIDO,59355.0,56387.25,1,1,1,1,1,1,1,1,0,0
I55E22000250006,Puglia,Esecuzione lavori,ASILI NIDO,1460014.73,1460014.73,1,1,1,1,1,1,1,1,1,1
I55E22000250006,Puglia,Esecuzione lavori,ASILI NIDO,18111.5,18111.5,1,1,1,1,1,1,1,1,0,1
I55E22000260006,Puglia,Esecuzione lavori,ASILI NIDO,296642.34,180002.57,1,1,1,1,1,1,1,0,0,0
I55E22000260006,Puglia,Esecuzione lavori,ASILI NIDO,3074637.39,3074637.39,1,1,1,1,1,1,1,1,1,1
I55E22000270006,Toscana,Collaudo non concluso,ASILI NIDO,106763.38,106000.0,1,1,1,1,1,1,1,1,0,0
I55E22000270006,Toscana,Collaudo non concluso,ASILI NIDO,1049467.5,961713.49,1,1,1,1,1,1,1,0,1,0
I55E22000270006,Toscana,Collaudo non concluso,ASILI NIDO,7393.0,0.0,1,1,1,0,1,1,1,1,0,0
I55E22000270006,Toscana,Collaudo non concluso,ASILI NIDO,7340.37,7266.97,1,1,1,1,1,1,1,1,0,0
I55E22000270006,Toscana,Collaudo non concluso,ASILI NIDO,2850.0,2850.0,1,1,1,0,1,1,1,1,0,0
I55E24000120006,Toscana,Collaudo non concluso,ASILI NIDO,47373.17,47373.17,1,1,1,1,1,1,1,1,0,0
I55E24000120006,Toscana,Collaudo non concluso,ASILI NIDO,11000.0,11000.0,1,1,1,1,1,1,1,1,0,0
I55E24000120006,Toscana,Collaudo non concluso,ASILI NIDO,33950.0,33950.0,1,1,1,1,1,1,1,1,0,0
I55E24000120006,Toscana,Collaudo non concluso,ASILI NIDO,36910.0,36910.0,1,1,1,1,1,1,1,1,0,0
I55E24000120006,Toscana,Collaudo non concluso,ASILI NIDO,520895.97,520895.97,1,1,1,1,1,1,1,1,1,1
I55E24000120006,Toscana,Collaudo non concluso,ASILI NIDO,9672.0,9672.0,1,1,1,1,1,1,1,1,0,0
I55E24000130006,Puglia,Esecuzione lavori,ASILI NIDO,1327572.65,1327572.65,1,1,1,1,1,1,1,1,1,1
I55E24000130006,Puglia,Esecuzione lavori,ASILI NIDO,25700.0,25700.0,1,1,1,1,1,1,1,0,0,0
I55E24000160006,Calabria,Esecuzione lavori,ASILI NIDO,76602.11,76602.11,1,1,1,1,1,1,1,1,0,0
I55E24000160006,Calabria,Esecuzione lavori,ASILI NIDO,8224.78,8224.78,1,1,1,1,1,1,1,1,0,0
I55E24000160006,Calabria,Esecuzione lavori,ASILI NIDO,408000.0,288415.2,1,1,1,1,1,1,1,0,1,0
I55E24000160006,Calabria,Esecuzione lavori,ASILI NIDO,3484.0,3484.0,1,1,1,0,1,1,1,1,0,0
I55E24000160006,Calabria,Esecuzione lavori,ASILI NIDO,336633.32,302849.19,1,1,1,1,1,1,1,0,1,0
I55E24000180006,Emilia-Romagna,Collaudo non concluso,ASILI NIDO,94434.79,94434.79,1,1,1,1,1,1,1,1,0,0
I55E24000180006,Emilia-Romagna,Collaudo non concluso,ASILI NIDO,22880.0,22880.0,1,1,1,1,1,1,1,1,0,0
I55E24000180006,Emilia-Romagna,Collaudo non concluso,ASILI NIDO,2148251.11,2016306.92,1,1,1,1,1,1,1,0,1,0
I55E24000180006,Emilia-Romagna,Collaudo non concluso,ASILI NIDO,15704.0,15704.0,1,1,1,1,1,1,1,1,0,0
I55E24000180006,Emilia-Romagna,Collaudo non concluso,ASILI NIDO,1600.0,1600.0,1,1,1,0,1,1,1,1,0,0
I55E24000180006,Emilia-Romagna,Collaudo non concluso,ASILI NIDO,19697.52,19697.52,1,1,1,1,1,1,1,1,0,0
I55E24000180006,Emilia-Romagna,Collaudo non concluso,ASILI NIDO,6344.0,6344.0,1,1,1,1,1,1,1,1,0,0
I55E24000180006,Emilia-Romagna,Collaudo non concluso,ASILI NIDO,6055.26,6055.26,1,1,1,1,1,1,1,1,0,0
I55E24000180006,Emilia-Romagna,Collaudo non concluso,ASILI NIDO,6344.0,6344.0,1,1,1,1,1,1,1,1,0,0
I55E24000180006,Emilia-Romagna,Collaudo non concluso,ASILI NIDO,7280.0,7280.0,1,1,1,1,1,1,1,1,0,0
I55E24000180006,Emilia-Romagna,Collaudo non concluso,ASILI NIDO,2580.0,2580.0,1,1,1,1,1,1,1,1,0,0
I55E25000000006,Sicilia,Esecuzione lavori,ASILI NIDO,83200.0,83200.0,1,1,1,1,1,1,1,1,0,0
I55E25000000006,Sicilia,Esecuzione lavori,ASILI NIDO,619900.17,583478.85,1,1,1,1,1,1,1,0,1,0
I55E25000000006,Sicilia,Esecuzione lavori,ASILI NIDO,1123.2,1123.2,1,1,1,1,1,1,1,1,0,0
I55E25000140006,Calabria,Esecuzione lavori,ASILI NIDO,14331.65,14331.65,1,1,1,1,1,1,1,1,0,0
I55E25000140006,Calabria,Esecuzione lavori,ASILI NIDO,15880.0,15880.0,1,1,1,1,1,1,1,1,0,0
I55E25000140006,Calabria,Esecuzione lavori,ASILI NIDO,16029.98,16029.98,1,1,1,1,1,1,1,1,0,0
I55E25000140006,Calabria,Esecuzione lavori,ASILI NIDO,350966.89,355909.68,1,1,1,1,1,1,1,0,1,0
I55E25000140006,Calabria,Esecuzione lavori,ASILI NIDO,9500.0,9500.0,1,1,1,1,1,1,1,1,0,0
I55E25000140006,Calabria,Esecuzione lavori,ASILI NIDO,5000.0,5000.0,1,1,1,1,1,1,1,1,0,0
I56F22000160006,Campania,Collaudo non concluso,ASILI NIDO,133782.2,69004.86,1,1,1,1,1,1,1,1,0,0
I56F22000160006,Campania,Collaudo non concluso,ASILI NIDO,1637400.01,1637400.01,1,1,1,1,1,1,1,1,1,1
I56F22000160006,Campania,Collaudo non concluso,ASILI NIDO,49805.24,39246.53,1,1,1,1,1,1,1,1,0,0
I56F22000160006,Campania,Collaudo non concluso,ASILI NIDO,721.6,0.0,1,1,1,0,1,1,1,1,0,0
I56F22000160006,Campania,Collaudo non concluso,ASILI NIDO,1099.72,0.0,1,1,1,0,1,1,1,1,1,0
I58H22000100006,Lombardia,Collaudo non concluso,ASILI NIDO,74457.42,59938.22,1,1,1,1,1,1,1,1,0,0
I58H22000100006,Lombardia,Collaudo non concluso,ASILI NIDO,734904.82,734904.82,1,1,1,1,1,1,1,1,1,1
I58H22000100006,Lombardia,Collaudo non concluso,ASILI NIDO,2750.0,2750.0,1,1,1,0,1,1,1,1,0,0
I58H22000100006,Lombardia,Collaudo non concluso,ASILI NIDO,8479.57,0.0,1,1,1,0,1,1,1,0,0,0
I58H22000100006,Lombardia,Collaudo non concluso,ASILI NIDO,9000.0,0.0,1,1,1,0,1,1,1,1,0,0
I58H22000240006,Lombardia,Collaudo non concluso,ASILI NIDO,34100.0,0.0,1,1,1,0,1,1,1,1,0,0
I58H22000240006,Lombardia,Collaudo non concluso,ASILI NIDO,437348.43,363055.1,1,1,1,1,1,1,1,0,1,0
I58H22000240006,Lombardia,Collaudo non concluso,ASILI NIDO,4850.0,0.0,1,1,1,0,1,1,1,1,0,0
I58H24000250001,Marche,Esecuzione lavori,ASILI NIDO,98005.02,98005.02,1,1,1,1,1,1,1,1,0,0
I58H24000250001,Marche,Esecuzione lavori,ASILI NIDO,4961.35,4961.35,1,1,1,0,1,1,1,1,0,0
I58H24000250001,Marche,Esecuzione lavori,ASILI NIDO,1150.0,1150.0,1,1,1,0,1,1,1,1,0,0
I58H24000250001,Marche,Esecuzione lavori,ASILI NIDO,579153.69,464931.36,1,1,1,1,1,1,1,0,1,0
I58H24000250001,Marche,Esecuzione lavori,ASILI NIDO,3257.59,3257.59,1,1,1,0,1,1,1,1,0,0
I58H24000250001,Marche,Esecuzione lavori,ASILI NIDO,4329.68,4329.68,1,1,1,0,1,1,1,1,0,0
I58H24000260006,Puglia,Esecuzione lavori,ASILI NIDO,519011.26,496308.8,1,1,1,1,1,1,1,0,1,0
I58H24000260006,Puglia,Esecuzione lavori,ASILI NIDO,872.0,872.0,1,1,1,0,1,1,1,1,0,0
I58H24000260006,Puglia,Esecuzione lavori,ASILI NIDO,45738.66,45738.66,1,1,1,1,1,1,1,1,0,0
I58H24000260006,Puglia,Esecuzione lavori,ASILI NIDO,1683.0,1683.0,1,1,1,0,1,1,1,1,0,0
I58H24000260006,Puglia,Esecuzione lavori,ASILI NIDO,10115.8,10115.8,1,1,1,1,1,1,1,1,0,0
I58H24000270006,Calabria,Collaudo non concluso,ASILI NIDO,6512.68,6512.68,1,1,1,1,1,1,1,1,0,0
I58H24000270006,Calabria,Collaudo non concluso,ASILI NIDO,40918.85,40918.85,1,1,1,1,1,1,1,1,0,0
I58H24000270006,Calabria,Collaudo non concluso,ASILI NIDO,525000.0,360483.73,1,1,1,1,1,1,1,0,1,0
I58H24000270006,Calabria,Collaudo non concluso,ASILI NIDO,7765.13,7765.13,1,1,1,1,1,1,1,1,0,0
I58H24000340006,Lombardia,Esecuzione lavori,ASILI NIDO,39900.0,39900.0,1,1,1,1,1,1,1,1,0,0
I58H24000340006,Lombardia,Esecuzione lavori,ASILI NIDO,360000.0,291818.74,1,1,1,1,1,1,1,0,1,0
I58H24000340006,Lombardia,Esecuzione lavori,ASILI NIDO,1500.0,1500.0,1,1,1,0,1,1,1,1,0,0
I58H25000080006,Lombardia,Collaudo non concluso,ASILI NIDO,88000.0,88000.0,1,1,1,1,1,1,1,1,0,0
I58H25000080006,Lombardia,Collaudo non concluso,ASILI NIDO,491500.0,489883.43,1,1,1,1,1,1,1,0,1,0
I58H25000080006,Lombardia,Collaudo non concluso,ASILI NIDO,234500.0,214550.21,1,1,1,1,1,1,1,0,1,0
I58H25000080006,Lombardia,Collaudo non concluso,ASILI NIDO,73320.61,73320.61,1,1,1,1,1,1,1,1,1,0
I58I22000260006,Emilia-Romagna,Concluso,ASILI NIDO,37450.56,0.0,1,1,1,0,1,1,1,1,1,0
I58I22000260006,Emilia-Romagna,Concluso,ASILI NIDO,119178.3,118076.55,1,1,1,1,1,1,1,1,1,0
I58I22000260006,Emilia-Romagna,Concluso,ASILI NIDO,2113.81,0.0,1,1,1,0,1,1,1,1,0,0
I61B22000580006,Lombardia,Concluso,ASILI NIDO,127421.29,119992.63,1,1,1,1,1,1,1,1,0,0
I61B22000580006,Lombardia,Concluso,ASILI NIDO,978025.86,819714.05,1,1,1,1,1,1,1,0,1,0
I61B22000580006,Lombardia,Concluso,ASILI NIDO,2781.47,0.0,1,1,1,1,1,1,1,1,1,0
I61B22000580006,Lombardia,Concluso,ASILI NIDO,14997.78,14247.89,1,1,1,1,1,1,1,1,0,0
I61B22000580006,Lombardia,Concluso,ASILI NIDO,2500.0,2500.0,1,1,1,1,1,1,1,1,0,0
I61B22000580006,Lombardia,Concluso,ASILI NIDO,2500.0,2500.0,1,1,1,1,1,1,1,1,0,0
I61B22000580006,Lombardia,Concluso,ASILI NIDO,2563.74,2563.74,1,1,1,1,1,1,1,1,1,0
I61B22000640006,Basilicata,Esecuzione lavori,ASILI NIDO,85726.26,84832.14,1,1,1,1,1,1,1,1,0,0
I61B22000640006,Basilicata,Esecuzione lavori,ASILI NIDO,557827.88,461416.7,1,1,1,1,1,1,1,0,1,0
I61B22000670006,Lombardia,Esecuzione lavori,ASILI NIDO,67356.87,67300.0,1,1,1,1,1,1,1,1,0,0
I61B22000670006,Lombardia,Esecuzione lavori,ASILI NIDO,794086.21,670353.14,1,1,1,1,1,1,1,0,1,0
I61B22000740006,Lazio,Collaudo non concluso,ASILI NIDO,149842.37,149842.37,1,1,1,1,1,1,1,0,0,0
I61B22000740006,Lazio,Collaudo non concluso,ASILI NIDO,8653.84,0.0,1,1,1,1,1,1,1,1,0,0
I61B22000740006,Lazio,Collaudo non concluso,ASILI NIDO,1838846.15,1666192.0,1,1,1,1,1,1,1,0,1,0
I61B22000740006,Lazio,Collaudo non concluso,ASILI NIDO,6730.77,0.0,1,1,1,0,1,1,1,1,0,0
I61B22000740006,Lazio,Collaudo non concluso,ASILI NIDO,13700.0,0.0,1,1,1,0,1,1,1,1,0,0
I61B22000740006,Lazio,Collaudo non concluso,ASILI NIDO,40994.17,40994.17,1,1,1,1,1,1,1,1,1,0
I61B22000740006,Lazio,Collaudo non concluso,ASILI NIDO,3195.3,3195.3,1,1,1,0,1,1,1,1,0,0
I61B22000740006,Lazio,Collaudo non concluso,ASILI NIDO,9000.0,0.0,1,1,1,0,1,1,1,1,0,0
I63C22000250006,Toscana,Esecuzione lavori,ASILI NIDO,46000.0,46000.0,1,1,1,1,1,1,1,1,0,0
I63C22000250006,Toscana,Esecuzione lavori,ASILI NIDO,2400.0,2400.0,1,1,1,1,1,1,1,1,0,0
I63C22000250006,Toscana,Esecuzione lavori,ASILI NIDO,20000.0,20000.0,1,1,1,1,1,1,1,1,0,0
I63C22000250006,Toscana,Esecuzione lavori,ASILI NIDO,18000.0,17390.0,1,1,1,1,1,1,1,1,0,0
I63C22000250006,Toscana,Esecuzione lavori,ASILI NIDO,2399.0,2399.0,1,1,1,1,1,1,1,1,0,0
I63C22000250006,Toscana,Esecuzione lavori,ASILI NIDO,993136.02,811162.93,1,1,1,1,1,1,1,0,1,0
I63C22000250006,Toscana,Esecuzione lavori,ASILI NIDO,6807.23,6800.01,1,1,1,1,1,1,1,1,0,0
I63C22000250006,Toscana,Esecuzione lavori,ASILI NIDO,3825.0,3825.0,1,1,1,0,1,1,1,1,0,0
I63C22000250006,Toscana,Esecuzione lavori,ASILI NIDO,34334.46,34334.46,1,1,1,1,1,1,1,1,0,0
I63C22000250006,Toscana,Esecuzione lavori,ASILI NIDO,875.0,875.0,1,1,1,0,1,1,1,1,0,0
I63C25000070006,Liguria,Collaudo non concluso,ASILI NIDO,3940.0,3940.0,1,1,1,0,1,1,1,1,0,0
I63C25000070006,Liguria,Collaudo non concluso,ASILI NIDO,146192.67,146192.67,1,1,1,1,1,1,1,1,1,0
I63C25000070006,Liguria,Collaudo non concluso,ASILI NIDO,7125.36,7125.36,1,1,1,1,1,1,1,1,0,0
I63C25000300006,Puglia,Collaudo non concluso,ASILI NIDO,51990.63,51990.63,1,1,1,1,1,1,1,1,0,0
I63C25000300006,Puglia,Collaudo non concluso,ASILI NIDO,298269.07,295849.85,1,1,1,1,1,1,1,0,1,0
I64E22000360006,Sardegna,Esecuzione lavori,ASILI NIDO,58656.66,47007.45,1,1,1,1,0,1,0,1,0,0
I64E22000420006,Campania,Collaudo non concluso,ASILI NIDO,33903.14,32140.18,1,1,1,1,1,1,1,1,0,0
I64E22000420006,Campania,Collaudo non concluso,ASILI NIDO,365179.05,339351.36,1,1,1,1,1,1,1,0,1,0
I64E22000420006,Campania,Collaudo non concluso,ASILI NIDO,32220.66,32000.0,1,1,1,1,1,1,1,1,0,0
I64E22000420006,Campania,Collaudo non concluso,ASILI NIDO,4600.0,4600.0,1,1,1,1,1,1,1,1,0,0
I65E21000060006,Lombardia,Collaudo non concluso,ASILI NIDO,53893.7,51199.01,1,1,1,1,1,1,1,1,0,0
I65E21000060006,Lombardia,Collaudo non concluso,ASILI NIDO,40674.49,23000.0,1,1,1,1,1,1,1,1,0,0
I65E21000060006,Lombardia,Collaudo non concluso,ASILI NIDO,2275665.79,2160281.16,1,1,1,1,1,1,1,0,1,0
I65E21000060006,Lombardia,Collaudo non concluso,ASILI NIDO,101340.88,88450.32,1,1,1,1,1,1,1,1,0,0
I65E21000060006,Lombardia,Collaudo non concluso,ASILI NIDO,37320.16,41432.85,1,1,1,1,1,1,1,1,0,0
I65E21000060006,Lombardia,Collaudo non concluso,ASILI NIDO,36005.68,24123.81,1,1,1,1,1,1,1,1,0,0
I65E21000060006,Lombardia,Collaudo non concluso,ASILI NIDO,4050.0,4050.0,1,1,1,0,1,1,1,1,0,0
I65E21000090006,Sicilia,Prima dell'esecuzione,ASILI NIDO,110000.0,76900.0,1,1,1,1,1,1,1,1,0,0
I65E21000090006,Sicilia,Prima dell'esecuzione,ASILI NIDO,1373.6,1373.6,1,1,1,0,1,1,1,1,0,0
I65E21000090006,Sicilia,Prima dell'esecuzione,ASILI NIDO,155.0,0.0,1,1,1,1,1,1,1,1,0,0
I65E22000020006,Marche,Esecuzione lavori,ASILI NIDO,138644.78,138630.92,1,1,1,1,1,1,1,1,0,0
I65E22000020006,Marche,Esecuzione lavori,ASILI NIDO,1533450.18,1533450.18,1,1,1,1,1,1,1,1,1,1
I65E22000020006,Marche,Esecuzione lavori,ASILI NIDO,1397.0,1397.0,1,1,1,0,1,1,1,1,0,0
I65E22000020006,Marche,Esecuzione lavori,ASILI NIDO,14976.43,14976.43,1,1,1,1,1,1,1,1,0,0
I65E22000020006,Marche,Esecuzione lavori,ASILI NIDO,1500.0,1500.0,1,1,1,0,1,1,1,1,0,0
I65E22000190006,Sicilia,Esecuzione lavori,ASILI NIDO,612000.0,0.0,1,1,1,1,1,1,1,0,1,0
I65E24000080001,Piemonte,Esecuzione lavori,ASILI NIDO,139000.0,139000.0,1,1,1,1,1,1,1,0,0,0
I65E24000080001,Piemonte,Esecuzione lavori,ASILI NIDO,5500.0,5500.0,1,1,1,1,1,1,1,1,1,0
I65E24000080001,Piemonte,Esecuzione lavori,ASILI NIDO,4900.0,4900.0,1,1,1,0,1,1,1,1,0,0
I65E24000080001,Piemonte,Esecuzione lavori,ASILI NIDO,5250.0,5250.0,1,1,1,1,1,1,1,1,0,0
I65E24000080001,Piemonte,Esecuzione lavori,ASILI NIDO,926200.99,922914.39,1,1,1,1,1,1,1,0,1,0
I65E24000080001,Piemonte,Esecuzione lavori,ASILI NIDO,4725.0,4725.0,1,1,1,0,1,1,1,1,0,0
I65E24000080001,Piemonte,Esecuzione lavori,ASILI NIDO,6136.0,6136.0,1,1,1,1,1,1,1,1,0,0
I68H22000140002,Toscana,Esecuzione lavori,ASILI NIDO,4800.0,4800.0,1,1,1,1,0,1,0,1,0,0
I68H22000140002,Toscana,Esecuzione lavori,ASILI NIDO,174590.0,0.0,1,1,1,1,1,1,1,1,0,0
I68H22000140002,Toscana,Esecuzione lavori,ASILI NIDO,5000.0,0.0,1,1,1,1,1,1,1,1,0,0
I68H22000140002,Toscana,Esecuzione lavori,ASILI NIDO,738480.38,738480.38,1,1,1,1,1,1,1,1,1,1
I68H22000140002,Toscana,Esecuzione lavori,ASILI NIDO,4500.0,4500.0,1,1,1,0,1,1,1,1,1,0
I68H22000140002,Toscana,Esecuzione lavori,ASILI NIDO,36500.0,36500.0,1,1,1,1,1,1,1,1,0,0
I68H22000140002,Toscana,Esecuzione lavori,ASILI NIDO,1284.0,0.0,1,1,1,1,1,1,1,1,0,0
I68H24000090006,Campania,Collaudo non concluso,ASILI NIDO,5500.0,5500.0,1,1,1,1,1,1,1,1,0,0
I68H24000090006,Campania,Collaudo non concluso,ASILI NIDO,9500.0,9500.0,1,1,1,1,1,1,1,1,0,0
I68H24000090006,Campania,Collaudo non concluso,ASILI NIDO,538000.0,519950.0,1,1,1,1,1,1,1,0,1,0
I68H24000090006,Campania,Collaudo non concluso,ASILI NIDO,3000.0,3000.0,1,1,1,0,1,1,1,1,0,0
I68H24000090006,Campania,Collaudo non concluso,ASILI NIDO,15000.0,15000.0,1,1,1,1,1,1,1,1,0,0
I68H24000090006,Campania,Collaudo non concluso,ASILI NIDO,7875.0,7875.0,1,1,1,1,1,1,1,1,0,0
I68H24000100001,Puglia,Collaudo non concluso,ASILI NIDO,67410.71,67104.3,1,1,1,1,0,1,0,1,0,0
I68H24000100001,Puglia,Collaudo non concluso,ASILI NIDO,4000.0,4000.0,1,1,1,0,1,1,1,1,0,0
I68H24000100001,Puglia,Collaudo non concluso,ASILI NIDO,499881.82,496133.24,1,1,1,1,1,1,1,0,1,0
I68H24000100001,Puglia,Collaudo non concluso,ASILI NIDO,3980.3,3980.3,1,1,1,0,1,1,1,1,0,0
I68H24000100001,Puglia,Collaudo non concluso,ASILI NIDO,1200.0,1200.0,1,1,1,0,1,1,1,1,1,0
I68H24000100001,Puglia,Collaudo non concluso,ASILI NIDO,2600.0,2600.0,1,1,1,0,1,1,1,1,0,0
I68H24000120006,Puglia,Collaudo non concluso,ASILI NIDO,38966.19,38966.19,1,1,1,1,0,1,0,1,0,0
I68H24000120006,Puglia,Collaudo non concluso,ASILI NIDO,330200.0,0.0,1,1,1,0,1,1,1,0,1,0
I68H25000110006,Sicilia,Collaudo non concluso,ASILI NIDO,45442.89,45442.89,1,1,1,1,1,1,1,1,0,0
I68H25000110006,Sicilia,Collaudo non concluso,ASILI NIDO,376465.24,354302.37,1,1,1,1,1,1,1,0,1,0
I68H25000110006,Sicilia,Collaudo non concluso,ASILI NIDO,326.4,326.4,1,1,1,1,1,1,1,1,0,0
I68H25000130006,Veneto,Collaudo non concluso,ASILI NIDO,75120.0,75120.0,1,1,1,1,1,1,1,1,0,0
I68H25000130006,Veneto,Collaudo non concluso,ASILI NIDO,362269.48,357849.79,1,1,1,1,1,1,1,0,1,0
I68H25000130006,Veneto,Collaudo non concluso,ASILI NIDO,4500.0,4500.0,1,1,1,1,1,1,1,1,0,0
I68I22000000006,Emilia-Romagna,Concluso,ASILI NIDO,11000.0,0.0,1,1,1,0,1,1,1,1,1,0
I69J21001360001,Campania,Esecuzione lavori,ASILI NIDO,52721.56,0.0,1,1,1,0,1,1,1,1,0,0
I69J21001360001,Campania,Esecuzione lavori,ASILI NIDO,649444.0,552891.47,1,1,1,1,1,1,1,0,1,0
I71B21001780001,Lazio,Esecuzione lavori,ASILI NIDO,139000.0,137610.0,1,1,1,1,1,1,0,1,0,0
I71B21001780001,Lazio,Esecuzione lavori,ASILI NIDO,947000.0,843178.46,1,1,1,1,1,1,1,0,1,0
I71B21001780001,Lazio,Esecuzione lavori,ASILI NIDO,4000.0,0.0,1,1,1,0,1,1,1,1,0,0
I71B21001780001,Lazio,Esecuzione lavori,ASILI NIDO,4000.0,0.0,1,1,1,0,1,1,1,1,0,0
I71B21001870001,Campania,Prima dell'esecuzione,ASILI NIDO,130000.0,0.0,1,1,1,0,1,1,1,1,0,0
I71B21001870001,Campania,Prima dell'esecuzione,ASILI NIDO,20000.0,0.0,1,1,1,0,1,1,1,1,0,0
I71B21001870001,Campania,Prima dell'esecuzione,ASILI NIDO,1707779.1,1606386.03,1,1,1,1,1,1,1,0,1,0
I71B21001870001,Campania,Prima dell'esecuzione,ASILI NIDO,4000.0,0.0,1,1,1,0,1,1,1,1,0,0
I71B21001870001,Campania,Prima dell'esecuzione,ASILI NIDO,2982.32,2982.32,1,1,1,0,1,1,1,1,1,0
I71B22000360006,Lombardia,Esecuzione lavori,ASILI NIDO,92429.67,94429.67,1,1,1,1,1,1,1,1,1,0
I71B22000360006,Lombardia,Esecuzione lavori,ASILI NIDO,98070.33,0.0,1,1,1,1,1,1,1,1,1,0
I71B22000360006,Lombardia,Esecuzione lavori,ASILI NIDO,1950.0,1950.0,1,1,1,0,1,1,1,1,1,0
I71B22000360006,Lombardia,Esecuzione lavori,ASILI NIDO,2000.0,0.0,1,1,1,1,1,1,1,1,0,0
